stt,district,district_code,updated_district_code,province,total_DHF_cases,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
1,Bạc Liêu,81,12,Bac Lieu,97,2015,2,1,5,4,3,9,3,6,10,25,20,9
2,Vĩnh Lợi,96,18,Bac Lieu,51,2015,2,3,1,2,5,3,3,7,7,11,2,5
3,Hoà Bình,95,16,Bac Lieu,72,2015,0,2,1,1,6,4,14,14,12,6,2,10
4,Phước Long,93,17,Bac Lieu,23,2015,3,0,0,0,1,0,2,1,4,4,2,6
5,Hồng Dân,94,15,Bac Lieu,7,2015,0,0,0,1,0,0,0,1,0,1,3,1
6,Giá Rai,82,14,Bac Lieu,143,2015,4,3,3,1,1,1,6,7,14,34,33,36
7,Đông Hải,83,13,Bac Lieu,80,2015,1,1,1,3,3,2,10,11,13,9,14,12
1,Bạc Liêu,81,12,Bac Lieu,180,2016,6,8,12,11,14,10,15,17,25,27,13,22
2,Vĩnh Lợi,96,18,Bac Lieu,82,2016,5,3,2,5,1,10,11,8,10,12,8,7
3,Hoà Bình,95,16,Bac Lieu,90,2016,8,4,4,4,2,7,9,6,15,10,18,3
4,Phước Long,93,17,Bac Lieu,36,2016,6,2,0,1,1,4,4,9,3,3,3,0
5,Hồng Dân,94,15,Bac Lieu,9,2016,1,0,0,1,1,0,2,1,1,0,1,1
6,Giá Rai,82,14,Bac Lieu,187,2016,25,4,5,6,12,16,13,16,18,17,25,30
7,Đông Hải,83,13,Bac Lieu,118,2016,11,1,4,4,6,10,9,4,8,18,23,20
1,Bạc Liêu,81,12,Bac Lieu,114,2017,15,13,10,9,2,14,15,17,7,7,3,2
2,Vĩnh Lợi,96,18,Bac Lieu,116,2017,4,4,9,11,11,25,20,19,8,3,0,2
3,Hoà Bình,95,16,Bac Lieu,76,2017,4,9,3,2,2,11,15,19,6,1,2,2
4,Phước Long,93,17,Bac Lieu,122,2017,5,9,11,6,6,12,14,24,15,4,8,8
5,Hồng Dân,94,15,Bac Lieu,63,2017,1,2,1,1,4,3,12,13,11,7,5,3
6,Giá Rai,82,14,Bac Lieu,157,2017,16,15,14,9,5,13,20,17,29,12,6,1
7,Đông Hải,83,13,Bac Lieu,226,2017,16,3,11,15,12,29,32,35,35,22,11,5
1,Bạc Liêu,81,12,Bac Lieu,69,2018,1,0,0,2,0,1,2,9,9,11,21,13
2,Vĩnh Lợi,96,18,Bac Lieu,44,2018,2,0,0,0,3,3,6,13,4,3,6,4
3,Hoà Bình,95,16,Bac Lieu,45,2018,1,3,1,0,0,2,3,4,5,9,10,7
4,Phước Long,93,17,Bac Lieu,86,2018,5,0,4,0,1,3,7,4,12,12,13,25
5,Hồng Dân,94,15,Bac Lieu,54,2018,2,0,0,1,1,3,0,2,10,23,5,7
6,Giá Rai,82,14,Bac Lieu,74,2018,0,0,3,0,4,3,7,2,9,17,16,13
7,Đông Hải,83,13,Bac Lieu,110,2018,1,1,4,0,4,2,7,10,16,26,21,18
1,Bến Tre,48,19,Ben Tre,328,2001,17,5,13,10,16,31,53,61,39,37,32,14
2,Mỏ Cày,130,25 & 26,Ben Tre,404,2001,23,15,11,13,12,18,68,58,55,72,44,15
3,Thạnh Phú,54,27,Ben Tre,119,2001,27,18,9,9,10,6,7,12,3,4,5,9
4,Giồng Trôm,51,24,Ben Tre,504,2001,30,9,2,3,6,45,104,117,76,50,38,24
5,Châu Thành,49,23,Ben Tre,381,2001,9,4,8,6,16,40,72,73,64,50,27,12
6,Ba Tri,53,20,Ben Tre,94,2001,3,4,1,7,10,10,32,8,11,7,1,0
7,Bình Đại,52,21,Ben Tre,838,2001,63,66,32,66,102,165,143,72,66,20,31,12
8,Chợ Lách,50,22,Ben Tre,561,2001,6,11,12,29,9,48,34,84,120,103,65,40
1,Bến Tre,48,19,Ben Tre,99,2002,6,0,0,3,1,8,9,10,11,34,11,6
2,Mỏ Cày,130,25 & 26,Ben Tre,1248,2002,18,16,3,6,5,45,166,162,196,309,198,124
3,Thạnh Phú,54,27,Ben Tre,102,2002,5,0,4,4,4,14,18,16,15,9,8,5
4,Giồng Trôm,51,24,Ben Tre,250,2002,21,8,4,4,4,7,57,24,24,34,32,31
5,Châu Thành,49,23,Ben Tre,92,2002,5,1,2,3,2,2,4,11,10,22,23,7
6,Ba Tri,53,20,Ben Tre,23,2002,0,0,0,0,1,3,8,1,1,6,3,0
7,Bình Đại,52,21,Ben Tre,44,2002,4,6,1,0,2,6,9,7,1,1,5,2
8,Chợ Lách,50,22,Ben Tre,809,2002,23,8,3,14,25,22,63,57,115,239,181,59
1,Bến Tre,48,19,Ben Tre,153,2003,2,3,5,3,9,20,23,13,13,22,22,18
2,Mỏ Cày,130,25 & 26,Ben Tre,402,2003,55,25,10,36,36,31,42,54,50,27,23,13
3,Thạnh Phú,54,27,Ben Tre,23,2003,5,1,2,2,3,3,3,3,0,0,0,1
4,Giồng Trôm,51,24,Ben Tre,284,2003,17,7,6,18,12,24,58,30,42,39,21,10
5,Châu Thành,49,23,Ben Tre,95,2003,2,3,4,2,6,6,13,19,9,8,16,7
6,Ba Tri,53,20,Ben Tre,122,2003,1,0,0,0,9,21,46,15,13,12,4,1
7,Bình Đại,52,21,Ben Tre,251,2003,4,0,3,11,5,24,21,59,48,31,20,25
8,Chợ Lách,50,22,Ben Tre,586,2003,65,52,60,72,46,49,49,45,47,35,30,36
1,Bến Tre,48,19,Ben Tre,671,2004,2,2,8,15,49,82,188,158,93,28,24,22
2,Mỏ Cày,130,25 & 26,Ben Tre,463,2004,8,9,8,6,18,36,105,88,68,43,41,33
3,Thạnh Phú,54,27,Ben Tre,219,2004,1,2,2,7,22,44,60,26,17,22,12,4
4,Giồng Trôm,51,24,Ben Tre,890,2004,3,3,1,8,39,151,254,160,111,82,43,35
5,Châu Thành,49,23,Ben Tre,339,2004,1,3,3,5,21,49,65,64,57,27,24,20
6,Ba Tri,53,20,Ben Tre,557,2004,2,3,1,12,25,106,215,76,50,29,24,14
7,Bình Đại,52,21,Ben Tre,1297,2004,7,10,17,159,208,231,290,219,67,35,31,23
8,Chợ Lách,50,22,Ben Tre,371,2004,21,7,19,25,55,49,55,44,38,25,21,12
1,Bến Tre,48,19,Ben Tre,437,2005,15,15,25,18,18,18,44,92,69,37,46,40
2,Mỏ Cày,130,25 & 26,Ben Tre,296,2005,19,21,13,4,5,15,45,48,29,37,33,27
3,Thạnh Phú,54,27,Ben Tre,359,2005,6,11,17,13,11,27,40,37,52,76,59,10
4,Giồng Trôm,51,24,Ben Tre,596,2005,29,17,23,20,17,28,73,84,125,93,51,36
5,Châu Thành,49,23,Ben Tre,154,2005,9,5,8,8,3,6,6,23,21,15,20,30
6,Ba Tri,53,20,Ben Tre,524,2005,18,6,13,16,47,98,114,66,53,26,49,18
7,Bình Đại,52,21,Ben Tre,191,2005,12,9,12,6,17,7,22,31,22,22,20,11
8,Chợ Lách,50,22,Ben Tre,136,2005,8,8,11,9,5,8,15,8,17,16,18,13
1,Bến Tre,48,19,Ben Tre,223,2006,34,12,9,12,18,44,35,21,24,14,,
2,Châu Thành,49,23,Ben Tre,323,2006,17,5,11,15,18,35,55,45,76,46,,
3,Chợ Lách,50,22,Ben Tre,274,2006,7,8,10,13,22,45,81,47,27,14,,
4,Mỏ Cày,130,25 & 26,Ben Tre,200,2006,23,6,9,18,12,26,35,39,15,17,,
5,Giồng Trôm,51,24,Ben Tre,169,2006,25,6,3,7,12,35,26,10,21,24,,
6,Bình Đại,52,21,Ben Tre,261,2006,11,4,7,8,17,46,70,37,36,25,,
7,Ba Tri,53,20,Ben Tre,267,2006,14,6,6,6,48,75,48,25,18,21,,
8,Thạnh Phú,54,27,Ben Tre,82,2006,6,16,5,8,3,8,20,6,5,5,,
1,Bến Tre,48,19,Ben Tre,664,2007,8,8,10,16,5,55,221,139,122,80,,
2,Châu Thành,49,23,Ben Tre,884,2007,64,32,23,21,22,68,189,230,167,68,,
3,Chợ Lách,50,22,Ben Tre,246,2007,7,3,9,10,10,25,46,69,37,30,,
4,Mỏ Cày,130,25 & 26,Ben Tre,825,2007,11,3,7,16,51,139,239,208,82,69,,
5,Giồng Trôm,51,24,Ben Tre,472,2007,6,2,6,5,10,38,121,108,91,85,,
6,Bình Đại,52,21,Ben Tre,915,2007,8,4,9,38,62,300,260,128,70,36,,
7,Ba Tri,53,20,Ben Tre,496,2007,8,2,12,28,41,115,86,76,83,45,,
8,Thạnh Phú,54,27,Ben Tre,399,2007,8,5,7,5,8,46,149,107,38,26,,
1,Bến Tre,48,19,Ben Tre,449,2008,32,18,17,16,13,34,80,88,73,78,,
2,Châu Thành,49,23,Ben Tre,278,2008,14,15,12,7,12,26,34,46,67,45,,
3,Chợ Lách,50,22,Ben Tre,194,2008,9,13,9,16,8,18,24,40,28,29,,
4,Mỏ Cày,130,25 & 26,Ben Tre,400,2008,17,7,8,13,15,50,74,76,76,64,,
5,Giồng Trôm,51,24,Ben Tre,1008,2008,26,11,8,32,52,137,190,197,208,147,,
6,Bình Đại,52,21,Ben Tre,294,2008,9,6,22,8,6,22,36,63,81,41,,
7,Ba Tri,53,20,Ben Tre,316,2008,4,7,1,8,10,31,69,53,77,56,,
8,Thạnh Phú,54,27,Ben Tre,123,2008,6,5,4,7,6,14,19,16,20,26,,
1,Bến Tre,48,19,Ben Tre,516,2009,36,44,30,33,50,61,84,74,63,41,,
2,Châu Thành,49,23,Ben Tre,638,2009,20,34,21,25,40,61,122,117,129,69,,
3,Chợ Lách,50,22,Ben Tre,435,2009,17,14,12,18,19,60,106,80,74,35,,
4,Mỏ Cày/Mỏ Cày Nam,130,26,Ben Tre,656,2009,37,46,18,13,28,74,128,109,120,83,,
5,Giồng Trôm,51,24,Ben Tre,415,2009,18,14,7,19,26,31,71,103,78,48,,
6,Bình Đại,52,21,Ben Tre,260,2009,9,2,14,16,23,45,43,55,28,25,,
7,Ba Tri,53,20,Ben Tre,159,2009,8,4,3,10,9,19,32,37,20,17,,
8,Thạnh Phú,54,27,Ben Tre,207,2009,9,16,23,11,8,25,41,23,28,23,,
9,Mỏ Cày Bắc,131,25,Ben Tre,55,2009,N/A,N/A,N/A,N/A,N/A,N/A,0,55,,0,,
1,Bến Tre,48,19,Ben Tre,152,2010,15,1,0,0,2,104,25,0,0,5,,
2,Châu Thành,49,23,Ben Tre,139,2010,20,2,0,0,3,91,15,0,0,8,,
3,Chợ Lách,50,22,Ben Tre,62,2010,17,0,0,0,0,39,2,0,0,4,,
4,Mỏ Cày Nam,130,26,Ben Tre,75,2010,7,0,0,0,0,59,7,0,0,2,,
5,Giồng Trôm,51,24,Ben Tre,164,2010,18,0,0,0,2,113,22,0,0,9,,
6,Bình Đại,52,21,Ben Tre,203,2010,4,1,0,0,9,147,38,0,0,4,,
7,Ba Tri,53,20,Ben Tre,588,2010,2,2,0,0,0,497,87,0,0,0,,
8,Thạnh Phú,54,27,Ben Tre,19,2010,7,3,0,0,0,7,1,0,0,1,,
9,Mỏ Cày Bắc,131,25,Ben Tre,91,2010,7,1,0,0,1,58,24,0,0,0,,
1,Bến Tre,48,19,Ben Tre,33,2011,19,3,0,0,4,0,0,0,0,7,,
2,Châu Thành,49,23,Ben Tre,25,2011,13,1,0,0,2,0,4,0,0,5,,
3,Chợ Lách,50,22,Ben Tre,21,2011,9,0,0,0,2,0,1,0,0,9,,
4,Mỏ Cày Nam,130,26,Ben Tre,34,2011,17,0,0,0,0,0,6,0,0,11,,
5,Giồng Trôm,51,24,Ben Tre,36,2011,15,1,0,0,10,0,4,0,0,6,,
6,Bình Đại,52,21,Ben Tre,34,2011,4,1,0,0,2,0,14,0,0,13,,
7,Ba Tri,53,20,Ben Tre,10,2011,4,1,0,0,1,0,2,0,0,2,,
8,Thạnh Phú,54,27,Ben Tre,21,2011,9,4,0,0,0,0,4,0,0,4,,
9,Mỏ Cày Bắc,131,25,Ben Tre,33,2011,14,1,0,0,3,0,1,0,0,14,,
1,Bến Tre,48,19,Ben Tre,268,2012,7,8,11,17,26,31,26,33,27,45,23,14
2,Châu Thành,49,23,Ben Tre,178,2012,8,10,10,10,20,15,12,21,15,19,21,17
3,Chợ Lách,50,22,Ben Tre,115,2012,2,9,4,6,8,15,22,18,10,9,4,8
4,Mỏ Cày Nam,130,26,Ben Tre,138,2012,9,5,2,2,9,12,20,18,17,20,13,11
5,Mỏ Cày Bắc,131,24,Ben Tre,116,2012,6,7,3,6,15,15,11,11,6,18,11,7
6,Giồng Trôm,51,21,Ben Tre,334,2012,14,14,11,5,29,25,35,46,48,50,24,33
7,Bình Đại,52,20,Ben Tre,247,2012,3,6,22,12,55,29,26,30,18,27,17,2
8,Ba Tri,53,27,Ben Tre,417,2012,4,4,6,7,26,96,80,67,63,43,15,6
9,Thạnh Phú,54,25,Ben Tre,186,2012,23,11,11,8,22,19,11,16,11,20,20,14
1,Bến Tre,48,19,Ben Tre,144,2013,11,5,8,8,12,13,14,21,10,17,16,9
2,Châu Thành,49,23,Ben Tre,101,2013,9,5,6,1,10,9,6,8,11,9,14,13
3,Chợ Lách,50,22,Ben Tre,47,2013,5,4,11,4,1,3,4,2,1,5,5,2
4,Mỏ Cày Nam,130,26,Ben Tre,180,2013,9,10,3,7,10,35,26,28,20,15,10,7
5,Mỏ Cày Bắc,131,24,Ben Tre,78,2013,3,5,5,6,5,13,13,8,8,5,1,6
6,Giồng Trôm,51,21,Ben Tre,113,2013,9,2,2,5,6,15,24,16,11,8,9,6
7,Bình Đại,52,20,Ben Tre,163,2013,1,3,4,9,12,23,41,21,12,16,15,6
8,Ba Tri,53,27,Ben Tre,39,2013,2,3,3,2,3,5,1,6,3,6,3,2
9,Thạnh Phú,54,25,Ben Tre,222,2013,30,18,24,11,17,29,37,14,9,15,12,6
1,Bến Tre,48,19,Ben Tre,58,2014,8,0,5,4,2,2,7,5,11,4,3,7
2,Châu Thành,49,23,Ben Tre,52,2014,4,3,7,5,5,2,1,7,2,10,4,2
3,Chợ Lách,50,22,Ben Tre,25,2014,0,3,3,1,0,0,4,4,2,2,1,5
4,Mỏ Cày Nam,130,26,Ben Tre,59,2014,5,2,2,6,3,5,9,4,8,5,4,6
5,Mỏ Cày Bắc,131,24,Ben Tre,32,2014,4,2,2,2,2,0,3,3,2,6,2,4
6,Giồng Trôm,51,21,Ben Tre,69,2014,2,3,2,4,4,7,2,8,9,17,6,5
7,Bình Đại,52,20,Ben Tre,60,2014,2,2,2,3,9,12,5,4,4,6,7,4
8,Ba Tri,53,27,Ben Tre,222,2014,3,3,1,4,6,9,38,80,42,19,13,4
9,Thạnh Phú,54,25,Ben Tre,84,2014,7,5,4,4,16,5,4,5,7,10,7,10
1,Bến Tre,48,19,Ben Tre,70,2015,5,2,5,2,2,2,5,16,9,5,9,8
2,Châu Thành,49,23,Ben Tre,89,2015,4,2,3,5,3,6,7,6,11,20,14,8
3,Chợ Lách,50,22,Ben Tre,65,2015,4,0,2,4,8,6,7,6,10,6,6,6
4,Mỏ Cày Nam,130,26,Ben Tre,198,2015,4,1,1,3,8,6,11,24,43,39,27,31
5,Mỏ Cày Bắc,131,24,Ben Tre,60,2015,4,0,2,3,3,1,5,10,6,11,8,7
6,Giồng Trôm,51,21,Ben Tre,159,2015,4,7,5,5,4,10,8,20,33,19,24,20
7,Bình Đại,52,20,Ben Tre,184,2015,2,3,2,2,5,4,6,17,25,31,47,40
8,Ba Tri,53,27,Ben Tre,79,2015,3,3,1,4,10,7,2,2,7,9,21,10
9,Thạnh Phú,54,25,Ben Tre,117,2015,9,2,3,10,4,3,4,7,11,20,16,28
1,Bến Tre,48,19,Ben Tre,170,2016,11,6,7,7,3,13,14,18,34,24,17,16
2,Châu Thành,49,23,Ben Tre,124,2016,12,7,14,3,8,4,8,11,20,20,10,7
3,Chợ Lách,50,22,Ben Tre,167,2016,15,1,2,4,16,6,8,8,24,29,33,21
4,Mỏ Cày Nam,130,26,Ben Tre,294,2016,21,12,16,20,14,18,43,41,46,36,17,10
5,Mỏ Cày Bắc,131,24,Ben Tre,144,2016,5,5,7,3,6,13,9,16,27,21,16,16
6,Giồng Trôm,51,21,Ben Tre,159,2016,8,16,18,11,7,8,8,26,19,23,9,6
7,Bình Đại,52,20,Ben Tre,624,2016,33,30,37,70,44,25,63,99,90,76,38,19
8,Ba Tri,53,27,Ben Tre,327,2016,10,5,5,6,10,13,39,50,80,50,39,20
9,Thạnh Phú,54,25,Ben Tre,1032,2016,29,24,29,46,59,39,44,103,184,183,172,120
1,Bến Tre,48,19,Ben Tre,109,2017,13,12,16,7,2,7,15,10,15,7,4,1
2,Châu Thành,49,23,Ben Tre,137,2017,8,12,10,6,4,23,23,24,6,9,7,5
3,Chợ Lách,50,22,Ben Tre,118,2017,13,11,12,7,7,9,13,18,9,7,6,6
4,Mỏ Cày Nam,130,26,Ben Tre,79,2017,9,8,2,4,4,8,17,12,8,2,1,4
5,Mỏ Cày Bắc,131,24,Ben Tre,65,2017,9,3,7,1,5,2,9,12,5,3,2,7
6,Giồng Trôm,51,21,Ben Tre,111,2017,9,12,13,9,12,22,10,10,8,3,2,1
7,Bình Đại,52,20,Ben Tre,114,2017,14,9,15,8,6,16,12,15,9,3,2,5
8,Ba Tri,53,27,Ben Tre,330,2017,17,35,16,19,34,36,50,48,38,28,7,2
9,Thạnh Phú,54,25,Ben Tre,226,2017,82,33,24,9,5,9,9,12,23,9,6,5
1,Bến Tre,48,19,Ben Tre,79,2018,6,1,2,2,8,5,5,5,9,7,10,19
2,Châu Thành,49,23,Ben Tre,124,2018,9,7,5,8,12,4,5,21,13,16,16,8
3,Chợ Lách,50,22,Ben Tre,146,2018,1,7,8,5,10,10,11,27,28,16,5,18
4,Mỏ Cày Nam,130,26,Ben Tre,86,2018,2,1,2,4,6,6,7,4,16,15,9,14
5,Mỏ Cày Bắc,131,24,Ben Tre,56,2018,5,4,0,2,5,5,3,2,4,10,7,9
6,Giồng Trôm,51,21,Ben Tre,74,2018,3,1,5,1,4,6,8,6,9,15,6,10
7,Bình Đại,52,20,Ben Tre,110,2018,2,3,2,4,7,7,4,3,16,22,23,17
8,Ba Tri,53,27,Ben Tre,119,2018,1,3,1,4,4,5,2,6,22,26,21,24
9,Thạnh Phú,54,25,Ben Tre,144,2018,5,2,7,6,6,6,6,19,13,29,25,20
1,Cà Mau,84,37,Ca Mau,81,2001,4,0,0,8,10,8,17,8,9,9,5,3
2,Thới Bình,85,43,Ca Mau,106,2001,10,5,7,10,10,19,16,10,8,5,4,2
3,U Minh,86,45,Ca Mau,34,2001,3,3,0,0,4,10,7,3,2,1,1,0
4,Trần Văn Thời,87,44,Ca Mau,81,2001,0,4,3,4,16,11,25,11,4,3,0,0
5,Cái Nước,88,38,Ca Mau,163,2001,14,12,7,7,2,24,29,46,12,10,0,0
6,Đầm Dơi,90,39,Ca Mau,156,2001,13,10,1,6,10,30,39,17,12,10,7,1
7,Ngọc Hiển,91,41,Ca Mau,40,2001,3,2,0,2,3,3,8,8,4,4,0,3
1,Cà Mau,84,37,Ca Mau,17,2002,3,0,1,0,1,1,0,2,4,3,1,1
2,Thới Bình,85,43,Ca Mau,77,2002,3,1,1,0,1,3,20,14,6,16,9,3
3,U Minh,86,45,Ca Mau,28,2002,1,5,5,2,1,2,3,0,2,3,4,0
4,Trần Văn Thời,87,44,Ca Mau,30,2002,2,2,0,0,2,2,12,0,10,0,0,0
5,Cái Nước,88,38,Ca Mau,50,2002,2,1,0,0,2,1,3,7,1,26,3,4
6,Đầm Dơi,90,39,Ca Mau,14,2002,0,0,0,1,0,2,5,2,1,0,3,0
7,Ngọc Hiển,91,41,Ca Mau,3,2002,1,0,0,0,0,0,0,0,0,0,2,0
1,Cà Mau,84,37,Ca Mau,212,2003,0,1,1,5,4,9,11,17,17,38,54,55
2,Thới Bình,85,43,Ca Mau,190,2003,2,4,5,10,8,25,10,15,13,33,46,19
3,U Minh,86,45,Ca Mau,23,2003,0,0,0,3,4,4,3,6,2,0,0,1
4,Trần Văn Thời,87,44,Ca Mau,113,2003,0,0,0,0,5,13,7,4,3,16,19,46
5,Cái Nước,88,38,Ca Mau,25,2003,0,0,0,2,0,2,0,3,2,4,4,8
6,Đầm Dơi,90,39,Ca Mau,163,2003,0,0,0,3,1,2,3,7,12,34,52,49
7,Ngọc Hiển,91,41,Ca Mau,57,2003,1,0,0,0,2,1,0,1,1,4,21,26
1,Cà Mau,84,37,Ca Mau,424,2004,42,31,25,42,19,24,54,59,52,35,27,14
2,Thới Bình,85,43,Ca Mau,254,2004,8,7,5,5,8,11,60,105,32,9,3,1
3,U Minh,86,45,Ca Mau,200,2004,3,2,2,1,14,6,32,32,63,26,14,5
4,Trần Văn Thời,87,44,Ca Mau,497,2004,22,18,21,29,44,111,190,40,6,8,3,5
5,Cái Nước,88,38,Ca Mau,454,2004,1,2,0,0,12,35,25,74,142,109,47,7
6,Đầm Dơi,90,39,Ca Mau,822,2004,25,14,7,28,31,21,73,252,234,72,37,28
7,Phú Tân,89,42,Ca Mau,201,2004,2,2,0,4,18,21,17,45,47,33,10,2
8,Năm Căn,92,40,Ca Mau,322,2004,10,13,20,13,17,14,60,69,59,31,15,1
9,Ngọc Hiển ,91,41,Ca Mau,167,2004,2,1,0,1,4,9,16,35,68,22,9,0
1,Cà Mau,84,37,Ca Mau,218,2005,8,0,1,0,3,3,15,14,20,52,55,47
2,Thới Bình,85,43,Ca Mau,133,2005,4,4,4,1,3,9,17,15,27,26,15,8
3,U Minh,86,45,Ca Mau,195,2005,2,6,9,1,9,28,42,29,32,12,9,16
4,Trần Văn Thời,87,44,Ca Mau,161,2005,1,0,2,2,3,37,33,17,3,21,24,18
5,Cái Nước,88,38,Ca Mau,121,2005,3,0,5,0,0,2,12,1,31,26,13,28
6,Đầm Dơi,90,39,Ca Mau,62,2005,1,8,7,0,4,4,2,2,5,11,14,4
7,Phú Tân,89,42,Ca Mau,92,2005,8,5,3,6,3,2,9,4,10,16,17,9
8,Năm Căn,92,40,Ca Mau,44,2005,4,1,4,3,6,4,4,6,1,1,5,5
9,Ngọc Hiển ,91,41,Ca Mau,22,2005,1,0,0,0,0,0,3,4,9,1,0,4
1,Năm Căn,84,40,Ca Mau,58,2006,2,0,0,6,5,9,11,9,13,3,,
2,Phú Tân,85,42,Ca Mau,136,2006,11,14,16,8,17,11,14,15,19,11,,
3,Cà Mau,86,37,Ca Mau,224,2006,35,30,34,18,16,14,21,21,20,15,,
4,Thới Bình,87,43,Ca Mau,380,2006,56,23,37,30,41,85,41,25,24,18,,
5,U Minh,88,45,Ca Mau,154,2006,9,16,1,6,13,39,51,11,6,2,,
6,Trần Văn Thời,90,44,Ca Mau,157,2006,10,14,10,22,31,34,17,9,7,3,,
7,Cái Nước,89,38,Ca Mau,198,2006,23,11,5,5,6,10,30,32,45,31,,
8,Đầm Dơi,92,39,Ca Mau,524,2006,4,6,8,6,37,63,78,84,125,113,,
9,Ngọc Hiển ,91,41,Ca Mau,24,2006,0,0,2,0,0,3,7,5,6,1,,
1,Năm Căn,84,40,Ca Mau,43,2007,2,2,1,2,1,2,5,6,15,7,,
2,Phú Tân,85,42,Ca Mau,53,2007,3,2,3,5,3,7,4,5,9,12,,
3,Cà Mau,86,37,Ca Mau,175,2007,9,5,5,3,7,6,24,45,37,34,,
4,Thới Bình,87,43,Ca Mau,33,2007,5,0,1,1,0,2,1,8,8,7,,
5,U Minh,88,45,Ca Mau,26,2007,3,0,1,0,6,6,1,1,2,6,,
6,Trần Văn Thời,90,44,Ca Mau,75,2007,3,1,4,1,7,8,15,15,11,10,,
7,Cái Nước,89,38,Ca Mau,86,2007,5,2,2,1,4,1,10,10,25,26,,
8,Đầm Dơi,92,39,Ca Mau,235,2007,13,1,0,1,8,3,31,46,45,87,,
9,Ngọc Hiển ,91,41,Ca Mau,22,2007,4,0,0,1,1,2,3,4,5,2,,
1,Năm Căn,84,40,Ca Mau,313,2008,8,6,6,11,5,25,76,70,64,42,,
2,Phú Tân,85,42,Ca Mau,409,2008,3,3,10,7,8,32,119,95,76,56,,
3,Cà Mau,86,37,Ca Mau,398,2008,20,13,11,27,30,55,80,66,50,46,,
4,Thới Bình,87,43,Ca Mau,1296,2008,1,1,2,2,8,48,470,321,398,45,,
5,U Minh,88,45,Ca Mau,404,2008,0,2,19,18,33,58,119,81,52,22,,
6,Trần Văn Thời,90,44,Ca Mau,1357,2008,8,12,16,65,103,377,513,187,50,26,,
7,Cái Nước,89,38,Ca Mau,371,2008,2,4,1,7,5,36,133,59,72,52,,
8,Đầm Dơi,92,39,Ca Mau,687,2008,15,5,3,8,6,22,84,148,257,139,,
9,Ngọc Hiển ,91,41,Ca Mau,182,2008,0,0,1,3,3,5,30,50,45,45,,
1,Cà Mau,84,37,Ca Mau,57,2009,11,2,3,2,6,21,1,3,2,6,,
2,Thới Bình,85,43,Ca Mau,44,2009,7,11,3,6,1,5,2,1,2,6,,
3,U Minh,86,45,Ca Mau,21,2009,1,3,1,4,6,4,1,0,0,1,,
4,Trần Văn Thời,87,44,Ca Mau,31,2009,1,11,0,0,2,2,8,1,2,4,,
5,Cái Nước,88,38,Ca Mau,29,2009,6,0,2,1,2,8,2,4,2,2,,
6,Phú Tân,90,42,Ca Mau,36,2009,6,10,6,3,2,5,0,0,3,1,,
7,Đầm Dơi,89,39,Ca Mau,232,2009,27,21,16,18,15,3,36,35,42,19,,
8,Năm Căn,92,40,Ca Mau,62,2009,11,10,6,6,5,14,1,5,1,3,,
9,Ngọc Hiển ,91,41,Ca Mau,10,2009,3,2,2,1,0,1,0,1,0,0,,
1,Cà Mau,84,37,Ca Mau,32,2010,4,0,0,0,0,25,1,0,0,2,,
2,Thới Bình,85,43,Ca Mau,14,2010,1,0,0,0,0,2,2,0,0,9,,
3,U Minh,86,45,Ca Mau,8,2010,0,1,0,0,0,1,3,0,0,3,,
4,Trần Văn Thời,87,44,Ca Mau,37,2010,3,0,0,0,0,8,26,0,0,0,,
5,Cái Nước,88,38,Ca Mau,22,2010,0,0,0,0,0,8,10,0,3,1,,
6,Phú Tân,90,42,Ca Mau,12,2010,0,0,0,0,0,7,5,0,0,0,,
7,Đầm Dơi,89,39,Ca Mau,8,2010,4,0,0,0,0,3,1,0,0,0,,
8,Năm Căn,92,40,Ca Mau,9,2010,1,0,0,0,0,4,4,0,0,0,,
9,Ngọc Hiển ,91,41,Ca Mau,4,2010,2,1,0,0,0,0,1,0,0,0,,
1,Cà Mau,84,37,Ca Mau,222,2011,24,5,0,0,6,106,37,0,0,44,,
2,Thới Bình,85,43,Ca Mau,248,2011,14,4,0,0,54,118,27,0,0,31,,
3,U Minh,86,45,Ca Mau,101,2011,5,0,0,0,0,70,16,0,0,10,,
4,Trần Văn Thời,87,44,Ca Mau,419,2011,25,16,0,0,2,244,66,0,0,66,,
5,Cái Nước,88,38,Ca Mau,291,2011,36,7,0,0,50,130,26,0,0,42,,
6,Phú Tân,90,42,Ca Mau,189,2011,12,3,0,0,29,92,22,0,0,31,,
7,Đầm Dơi,89,39,Ca Mau,452,2011,32,5,0,0,9,223,103,0,2,78,,
8,Năm Căn,92,40,Ca Mau,104,2011,1,7,0,0,4,73,14,0,0,5,,
9,Ngọc Hiển ,91,41,Ca Mau,113,2011,3,3,0,0,1,72,21,0,0,13,,
1,Cà Mau,84,37,Ca Mau,173,2012,22,20,7,10,9,22,20,22,2,17,9,13
2,Thới Bình,85,43,Ca Mau,116,2012,16,10,4,1,7,14,15,9,7,18,8,7
3,U Minh,86,45,Ca Mau,45,2012,1,0,3,1,1,2,4,8,4,7,11,3
4,Trần Văn Thời,87,44,Ca Mau,449,2012,42,30,39,38,46,83,40,21,27,45,28,10
5,Cái Nước,88,38,Ca Mau,185,2012,10,11,9,11,7,11,19,16,15,38,23,15
